    0.00000    0.44548   10.65653    6.47563
    0.00005    0.36508   10.57613    6.39523
    0.00010    0.28467   10.61633    6.27462
    0.00015    0.36508   10.65653    6.13392
    0.00020    0.36508   10.57613    6.15402
    0.00025    0.36508   10.65653    6.21432
    0.00030    0.28467   10.61633    6.03342
    0.00035    0.34497   10.57613    5.93291
    0.00040    0.28467   10.65653    5.75201
    0.00045    0.36508   10.57613    5.83241
    0.00050    0.32487   10.61633    5.79221
    0.00055    0.34497   10.57613    5.69171
    0.00060    0.20427   10.57613    5.59121
    0.00065    0.34497   10.59623    5.51080
    0.00070    0.32487   10.57613    5.51080
    0.00075    0.28467   10.55603    5.49070
    0.00080    0.28467   10.57613    5.35000
    0.00085    0.34497   10.51583    5.26960
    0.00090    0.28467   10.57613    5.22940
    0.00095    0.30477   10.59623    5.10879
    0.00100    0.36508   10.49573    5.10879
    0.00105    0.28467   10.51583    5.02839
    0.00110    0.24447   10.53593    4.90779
    0.00115    0.36508   10.57613    4.86759
    0.00120    0.28467   10.57613    4.70678
    0.00125    0.30477   10.51583    4.78719
    0.00130    0.28467   10.53593    4.70678
    0.00135    0.28467   10.53593    4.56608
    0.00140    0.36508   10.49573    4.46558
    0.00145    0.36508   10.47563    4.48568
    0.00150    0.32487   10.53593    4.42538
    0.00155    0.34497   10.47563    4.30477
    0.00160    0.44548   10.49573    4.22437
    0.00165    0.34497   10.49573    4.20427
    0.00170    0.28467   10.49573    4.18417
    0.00175    0.36508   10.47563    4.14397
    0.00180    0.36508   10.41533    3.98317
    0.00185    0.36508   10.41533    3.94296
    0.00190    0.36508   10.37513    3.78216
    0.00195    0.38518   10.41533    3.82236
    0.00200    0.36508   10.41533    3.74196
    0.00205    0.36508   10.35502    3.64146
    0.00210    0.36508   10.37513    3.58116
    0.00215    0.42538   10.47563    3.44045
    0.00220    0.44548   10.41533    3.42035
    0.00225    0.38518   10.35502    3.42035
    0.00230    0.44548   10.33492    3.33995
    0.00235    0.44548   10.33492    3.31985
    0.00240    0.52588   10.33492    3.25955
    0.00245    0.46558   10.31482    3.15905
    0.00250    0.48568   10.29472    3.09874
    0.00255    0.46558   10.19422    2.99824
    0.00260    0.52588   10.25452    2.85754
    0.00265    0.58618   10.25452    2.85754
    0.00270    0.48568   10.25452    2.77714
    0.00275    0.50578   10.25452    2.77714
    0.00280    0.52588   10.17412    2.61633
    0.00285    0.54598   10.19422    2.59623
    0.00290    0.56608   10.21432    2.57613
    0.00295    0.60628   10.23442    2.51583
    0.00300    0.68668   10.25452    2.37513
    0.00305    0.62638   10.17412    2.29472
    0.00310    0.64648   10.09372    2.29472
    0.00315    0.62638   10.15402    2.27462
    0.00320    0.60628   10.09372    2.13392
    0.00325    0.62638   10.09372    2.13392
    0.00330    0.64648   10.09372    2.05352
    0.00335    0.74698   10.07362    1.97312
    0.00340    0.68668   10.09372    1.97312
    0.00345    0.82739   10.15402    1.89271
    0.00350    0.80729   10.13392    1.85251
    0.00355    0.74698   10.09372    1.75201
    0.00360    0.84749   10.09372    1.73191
    0.00365    0.78719   10.09372    1.63141
    0.00370    0.80729   10.09372    1.61131
    0.00375    0.90779   10.11382    1.57111
    0.00380    1.00829   10.09372    1.49070
    0.00385    0.86759   10.05352    1.49070
    0.00390    0.88769   10.13392    1.37010
    0.00395    0.88769   10.09372    1.41030
    0.00400    0.92789   10.17412    1.32990
    0.00405    0.98819   10.09372    1.26960
    0.00410    1.04849   10.13392    1.28970
    0.00415    1.00829   10.09372    1.24950
    0.00420    1.08869   10.09372    1.24950
    0.00425    1.16910   10.09372    1.16910
    0.00430    1.12889   10.13392    1.08869
    0.00435    1.16910   10.17412    1.14899
    0.00440    1.16910   10.17412    1.00829
    0.00445    1.24950   10.17412    1.02839
    0.00450    1.37010   10.17412    1.00829
    0.00455    1.32990   10.17412    1.00829
    0.00460    1.32990   10.17412    1.00829
    0.00465    1.32990   10.17412    0.98819
    0.00470    1.49070   10.13392    0.88769
    0.00475    1.49070   10.25452    0.90779
    0.00480    1.65151   10.17412    0.92789
    0.00485    1.55100   10.19422    0.82739
    0.00490    1.61131   10.25452    0.80729
    0.00495    1.61131   10.27462    0.76709
    0.00500    1.73191   10.25452    0.76709
    0.00505    1.77211   10.23442    0.74698
    0.00510    1.85251   10.29472    0.68668
    0.00515    1.77211   10.31482    0.68668
    0.00520    1.97312   10.25452    0.60628
    0.00525    2.05352   10.33492    0.68668
    0.00530    2.01332   10.37513    0.68668
    0.00535    2.13392   10.33492    0.56608
    0.00540    2.13392   10.33492    0.52588
    0.00545    2.23442   10.41533    0.58618
    0.00550    2.29472   10.41533    0.60628
    0.00555    2.35503   10.41533    0.46558
    0.00560    2.37513   10.41533    0.44548
    0.00565    2.37513   10.41533    0.52588
    0.00570    2.53593   10.49573    0.44548
    0.00575    2.55603   10.41533    0.44548
    0.00580    2.69673   10.49573    0.44548
    0.00585    2.61633   10.49573    0.46558
    0.00590    2.65653   10.49573    0.40528
    0.00595    2.83744   10.49573    0.42538
    0.00600    2.93794   10.41533    0.44548
    0.00605    2.93794   10.49573    0.44548
    0.00610    2.93794   10.53593    0.36508
    0.00615    2.95804   10.49573    0.36508
    0.00620    3.09874   10.49573    0.36508
    0.00625    3.25955   10.55603    0.36508
    0.00630    3.21935   10.57613    0.36508
    0.00635    3.19925   10.63643    0.36508
    0.00640    3.33995   10.57613    0.36508
    0.00645    3.48065   10.57613    0.30477
    0.00650    3.54095   10.57613    0.32487
    0.00655    3.58116   10.57613    0.34497
